,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,sma-25 (exit),sma-05 (exit),short-small-rl (exit),long_jcrosk (exit),sma-07 (exit),volume (exit),open (exit),short-large-rl (exit),short_kdj (exit),long-bid-rl (exit),close (exit),short-bid-rl (exit),ema-12 (exit),long-large-rl (exit),ema-26 (exit),long-small-rl (exit),high (exit),sma-compare (exit),mean-grad-hist (exit),low (exit)
287,LPT/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,trailing_stop_loss,18.913,18.925,19.392415010487433,19.888456555756253,16.0,1,17.247,369697.9,0,False,18.84819999999977,19.20728571428554,20.081839999999637,-9.94307817,-0.16473423703895693,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-07-04 01:30:00+00:00,15.274239999999633,15.095799999999798,do_nothing,1,15.13942857142842,69474.3,14.881,go_long,False,go_long,14.868,go_long,15.27332940724951,go_long,15.159567388565673,go_long,14.935,1,1,14.702
285,LPT/USDT:USDT,2024-05-23 14:00:00+00:00,first_buy,trailing_stop_loss,22.014,22.014,22.34613902363779,22.702231470487693,21.287,1,21.708,216982.8,0,False,22.044399999999694,22.161142857142558,22.78327999999968,-1.442299,-0.02370081952472204,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-06-07 18:00:00+00:00,23.734039999999695,23.378399999999736,do_nothing,0,23.492571428571207,37967.7,23.307,go_long,False,go_long,23.024,go_long,23.709371466519006,go_long,23.58843579424044,go_long,23.353,1,1,22.984
199,DYDX/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,trailing_stop_loss,1.967,1.9689999999999999,1.9509216345284444,1.9796941039886946,1.7000000000000002,1,1.701,6261393.0,0,False,1.926199999999999,1.9511428571429958,1.9871199999999438,8.70714919,0.14196453093192224,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-09-09 01:15:00+00:00,1.9783599999999426,1.9705999999999964,do_nothing,0,1.9732857142858526,220121.8,1.966,go_long,False,go_long,1.9689999999999999,go_long,1.9772263884534216,go_long,1.9745000094923368,go_long,1.972,1,1,1.9649999999999999
296,BNB/USDT:USDT,2020-02-26 02:15:00+00:00,first_buy,trailing_stop_loss,19.586,19.592,19.97958996816528,20.226619159559558,19.15,1,19.162,72673.34,0,False,19.69459999999996,19.88628571428572,20.316040000000022,-8.43671149,-0.13740810215582624,1,go_long,go_long,go_long,go_long,go_long,go_long,2020-03-09 04:00:00+00:00,17.303399999999996,16.94999999999997,go_long,0,17.04114285714286,15045.2,16.91,go_long,False,go_long,16.939,go_long,17.32990981152182,go_long,17.105752353774445,go_long,16.947,1,1,16.783
295,BNB/USDT:USDT,2020-02-10 14:45:00+00:00,first_buy,trailing_stop_loss,24.951,25.2,24.942618650439044,24.82594871794872,24.945,0,25.133,23514.44,0,False,25.010999999999992,25.064428571428568,24.753800000000002,-15.94269011,-0.2596818120352063,0,go_long,go_long,go_long,go_long,go_long,go_long,2020-02-26 02:00:00+00:00,20.36112000000002,19.930999999999955,go_long,0,20.070857142857147,20058.99,19.708,go_long,False,go_long,19.586,go_long,20.311788692324324,go_long,20.128242689649873,go_long,19.755,1,1,19.586
193,DYDX/USDT:USDT,2023-03-14 13:00:00+00:00,first_buy,trailing_stop_loss,2.51,2.589,2.4408998012842034,2.4154551146114716,2.487,0,2.572,9450355.5,0,False,2.458799999999988,2.4451428571430034,2.4037599999999464,2.73201043,0.04458618916141427,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-04-19 23:15:00+00:00,2.82247999999994,2.801199999999991,do_nothing,0,2.802285714285848,557323.3,2.787,go_long,False,go_long,2.773,go_long,2.82670885492709,go_long,2.8056836221879813,go_long,2.792,1,1,2.773
341,BNB/USDT:USDT,2022-07-29 09:45:00+00:00,first_buy,trailing_stop_loss,282.36,288.24,280.81253689140686,279.4750051055212,281.49,0,287.96,107977.69,0,False,282.13599999999207,280.86142857142505,279.4147999999984,-1.25269265,-0.020694693191369316,0,go_long,go_long,go_long,go_long,go_long,go_long,2022-08-19 06:30:00+00:00,292.0071999999979,291.25799999999225,go_long,0,291.3128571428529,11070.77,291.51,go_long,False,go_long,290.84,go_long,293.1637618745785,go_long,291.5577720672403,go_long,291.6,1,1,290.58
202,DYDX/USDT:USDT,2023-10-26 03:45:00+00:00,first_buy,trailing_stop_loss,2.482,2.489,2.4277640854449354,2.3925967647468935,2.471,0,2.484,837714.7,0,False,2.451199999999995,2.4340000000001303,2.3830799999999415,-6.55205673,-0.1071166231160929,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-11-09 16:00:00+00:00,2.5445999999999445,2.5735999999999946,do_nothing,0,2.572857142857281,1340502.2,2.567,go_long,False,go_long,2.557,go_long,2.5532701313306743,go_long,2.5581094546042498,go_long,2.5869999999999997,0,1,2.555
293,LPT/USDT:USDT,2024-10-23 15:30:00+00:00,first_buy,trailing_stop_loss,11.749,11.778,11.83420555719472,11.892056027893975,11.549,1,11.600999999999999,35562.6,0,False,11.801399999999841,11.830428571428396,11.889279999999703,-3.31771177,-0.054946906044883496,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-11-12 13:45:00+00:00,11.784679999999748,11.22339999999986,do_nothing,0,11.288714285714176,32953.5,11.211,go_long,False,go_long,11.125,go_long,11.685771641619285,go_long,11.397204166517719,go_long,11.27,1,0,11.05
292,LPT/USDT:USDT,2024-10-01 15:15:00+00:00,first_buy,trailing_stop_loss,13.501,13.535,13.695225665571863,13.883952742825906,12.768,1,13.06,148503.5,0,False,13.541799999999839,13.603285714285567,13.982679999999673,-6.66392838,-0.1107887047201207,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-10-23 15:15:00+00:00,11.900879999999704,11.85639999999984,do_nothing,0,11.879285714285539,14462.0,11.821,go_long,False,go_long,11.748,go_long,11.915340510125494,go_long,11.87660656759376,go_long,11.836,1,1,11.731
363,XRP/USDT:USDT,2020-06-02 15:00:00+00:00,first_buy,trailing_stop_loss,0.2132,0.21330000000000002,0.21196905966970317,0.2125057482265333,0.1529,1,0.20140000000000002,48218634.4,0,False,0.21147999999999983,0.21224285714285726,0.21310800000000057,-10.49687574,-0.17093721087400263,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2020-06-27 19:45:00+00:00,0.18006400000000017,0.17880000000000046,do_nothing,1,0.1789142857142864,8854313.7,0.1792,go_long,False,go_long,0.1764,go_long,0.17987234127201396,go_long,0.17905536888349147,go_short,0.17930000000000001,1,1,0.17550000000000002
291,LPT/USDT:USDT,2024-08-23 13:45:00+00:00,first_buy,trailing_stop_loss,13.416,13.845,13.05557123627864,12.910115492230714,13.36,0,13.755,546965.2,0,False,13.186199999999777,13.073428571428426,12.867119999999698,-1.15308964,-0.019033371374007835,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-10-01 15:00:00+00:00,14.027199999999674,13.675199999999839,do_nothing,0,13.715285714285567,45920.2,13.73,go_long,False,go_long,13.492,go_long,13.949868962251978,go_long,13.810721241130384,go_long,13.758,1,1,13.446
284,LPT/USDT:USDT,2024-05-10 05:15:00+00:00,first_buy,trailing_stop_loss,19.619,19.991,18.693083208888094,18.060628843939046,19.527,0,19.679,1004610.7,0,False,19.252999999999687,18.905571428571108,17.91695999999972,5.12944011,0.0839856262018644,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-05-23 13:45:00+00:00,22.847639999999682,22.172999999999696,do_nothing,1,22.319428571428272,61504.0,22.027,go_long,False,go_long,22.017,go_long,22.781769988126708,go_long,22.46216430066284,go_long,22.105,1,1,21.902
362,XRP/USDT:USDT,2020-05-10 00:30:00+00:00,first_buy,trailing_stop_loss,0.21180000000000002,0.21180000000000002,0.21285454033938989,0.2162756993350079,0.17550000000000002,1,0.1895,79186482.2,0,False,0.2107400000000001,0.21275714285714278,0.21757600000000074,-2.78304858,-0.04532468516955277,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2020-06-02 14:45:00+00:00,0.21350400000000053,0.21397999999999984,do_nothing,1,0.21402857142857154,3804799.1,0.2144,go_long,False,go_long,0.21330000000000002,go_long,0.21339420808465595,go_long,0.21389070688237646,go_short,0.2144,0,1,0.213
253,LPT/USDT:USDT,2022-12-13 04:15:00+00:00,first_buy,trailing_stop_loss,6.72,6.72,6.744953479521554,6.768650759094488,6.631,1,6.659,38166.7,1,False,6.723999999999852,6.732999999999761,6.7845199999998025,-17.96640489,-0.2929747976515346,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-12-28 16:00:00+00:00,4.780679999999812,4.767999999999874,do_nothing,0,4.7719999999997365,33454.6,4.745,go_long,False,go_long,4.721,go_long,4.7886086234835,go_long,4.770274648590367,go_long,4.747,1,1,4.717
3754,GAS/USDT:USDT,2024-09-06 21:00:00+00:00,second_buy,trailing_stop_loss,2.971,2.972,2.9871983504518678,3.016326423030558,2.909,1,2.917,140282.2,1,False,2.974199999999999,2.9771428571428395,3.0219200000000677,-10.67018008,-0.17436147609156408,1,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2024-09-19 13:45:00+00:00,3.388040000000068,3.4021999999999863,go_short,0,3.4018571428571294,21675.4,3.418,do_nothing,False,go_short,3.398,go_short,3.3867166990515027,do_nothing,3.397399482394618,go_short,3.418,0,0,3.396
3755,GAS/USDT:USDT,2024-09-19 14:00:00+00:00,second_buy,trailing_stop_loss,3.3970000000000002,3.431,3.4021072543339077,3.389774721343984,3.391,0,3.428,75143.6,0,False,3.4093999999999864,3.4054285714285584,3.390080000000068,-6.62555308,-0.10869156295912816,0,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2024-10-05 01:45:00+00:00,3.746920000000068,3.7599999999999967,go_short,0,3.755999999999984,10639.3,3.754,do_nothing,False,go_short,3.762,go_short,3.746552234447031,do_nothing,3.7559485153245924,go_short,3.763,0,0,3.749
198,DYDX/USDT:USDT,2023-08-01 15:45:00+00:00,first_buy,trailing_stop_loss,1.979,1.994,1.9949382188806595,2.0084325910966117,1.948,0,1.9929999999999999,3406090.8,0,False,1.985000000000004,1.9862857142858557,2.010879999999943,-3.99907921,-0.06529504938088074,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-08-17 21:30:00+00:00,1.999919999999944,1.9879999999999989,do_nothing,0,1.9967142857144242,628133.7,1.9689999999999999,go_long,False,go_long,1.968,go_long,2.00198963230779,go_long,1.9963619317154342,go_long,1.98,1,1,1.9649999999999999
361,XRP/USDT:USDT,2020-04-16 00:30:00+00:00,first_buy,trailing_stop_loss,0.1773,0.17750000000000002,0.18059616700150588,0.18224875353672385,0.17370000000000002,1,0.1753,6371434.8,0,False,0.178940000000001,0.17978571428571405,0.18315200000000043,8.07478988,0.1315137901325757,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2020-05-10 00:15:00+00:00,0.21883200000000078,0.2164200000000001,do_nothing,0,0.2167857142857142,13952637.5,0.2165,go_long,False,go_long,0.21180000000000002,go_long,0.21841775528180854,go_long,0.21710082040109713,go_short,0.21660000000000001,1,1,0.2116
288,LPT/USDT:USDT,2024-07-04 01:45:00+00:00,first_buy,trailing_stop_loss,14.868,14.874,15.066403174940184,15.220045747453248,14.327,1,14.554,107943.5,0,False,14.969599999999797,15.039999999999848,15.241199999999633,1.01958926,0.016658664018976463,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-07-25 01:00:00+00:00,15.187959999999668,15.059399999999775,do_nothing,0,15.033714285714149,6098.5,15.122,go_long,False,go_long,15.068,go_long,15.182679320866091,go_long,15.079318157764751,go_long,15.134,0,1,15.03
3758,GAS/USDT:USDT,2024-10-05 03:15:00+00:00,second_buy,trailing_stop_loss,3.724,3.731,3.74942501428106,3.7471998939556466,3.709,1,3.731,24898.7,0,False,3.7447999999999966,3.752285714285698,3.7516000000000687,-14.41745858,-0.23592314245848545,0,go_short,go_short,do_nothing,do_nothing,go_short,go_short,2024-10-16 12:30:00+00:00,4.44644000000007,4.477399999999998,go_short,0,4.4742857142857,151645.0,4.461,do_nothing,False,go_short,4.518,go_short,4.445167317450836,do_nothing,4.46440659158805,go_short,4.527,0,0,4.449
286,LPT/USDT:USDT,2024-06-07 18:15:00+00:00,first_buy,trailing_stop_loss,23.023,23.059,23.107291825895757,23.468751357887967,20.231,1,20.461,538977.3,0,False,22.725599999999737,23.02057142857121,23.610959999999697,-8.5400233,-0.14381568864698338,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-06-18 01:30:00+00:00,20.224159999999635,19.40479999999977,do_nothing,0,19.649285714285536,209666.4,19.362,go_long,False,go_long,18.914,go_long,20.099773080216753,go_long,19.78249046693969,go_long,19.362,1,1,18.6
323,BNB/USDT:USDT,2021-06-02 14:45:00+00:00,first_buy,trailing_stop_loss,411.1,414.22,401.651106929386,392.3894187572788,408.8,1,410.04,161854.19,0,False,407.8480000000009,406.4500000000018,391.5663999999999,-13.48268008,-0.2346380729830025,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-06-20 12:00:00+00:00,330.73359999999974,320.01999999999964,go_long,0,321.18142857143044,59406.51,318.81,go_long,False,go_long,317.14,go_long,328.5503360051351,go_long,324.2467601561609,go_long,320.26,1,1,316.7
250,LPT/USDT:USDT,2022-10-13 07:15:00+00:00,first_buy,trailing_stop_loss,8.488,8.488,8.54877018185529,8.62445180727329,8.335,1,8.387,26341.2,0,False,8.495399999999899,8.532428571428365,8.630519999999839,10.79100638,0.1761592876948644,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-11-06 23:00:00+00:00,10.052919999999814,9.95119999999989,do_nothing,0,9.97657142857123,10781.7,9.922,go_long,False,go_long,9.938,go_long,10.054680561764934,go_long,9.99639946585845,go_long,9.973,1,1,9.89
289,LPT/USDT:USDT,2024-07-25 01:15:00+00:00,first_buy,trailing_stop_loss,15.06,15.063,14.985423056570173,15.129814185987122,14.108,1,14.469,157872.1,0,False,14.947199999999773,14.964857142857003,15.151959999999669,-18.37797253,-0.30209650372005986,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-08-05 01:00:00+00:00,11.028279999999668,10.671199999999782,do_nothing,0,10.748571428571298,89192.8,10.538,go_long,False,go_long,10.333,go_long,10.942691521886664,go_long,10.809603416333633,go_long,10.622,1,1,10.2
358,XRP/USDT:USDT,2020-02-15 18:00:00+00:00,first_buy,trailing_stop_loss,0.3095,0.3108,0.3170263287819358,0.32450906492689435,0.291,1,0.2959,20039078.5,1,False,0.31042000000000114,0.3126000000000001,0.32798399999999994,-19.07266957,-0.3106226640114032,1,go_short,do_nothing,go_long,go_long,go_long,go_long,2020-03-08 16:15:00+00:00,0.227764,0.21942000000000034,do_nothing,0,0.22141428571428595,7017676.4,0.2182,go_long,False,go_long,0.2139,go_long,0.22632318431909934,go_long,0.22279425736076075,go_short,0.2185,1,1,0.2139
326,BNB/USDT:USDT,2021-08-11 06:45:00+00:00,first_buy,trailing_stop_loss,389.3,390.15,384.11112148405783,380.9987523770855,385.68,1,386.73,65285.93,0,False,387.0019999999994,385.6371428571403,381.1995999999994,6.02735605,0.10379911420172068,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-09-07 14:45:00+00:00,469.79519999999934,461.38800000000003,go_long,0,464.4557142857125,151006.04,449.05,go_long,False,go_long,451.15,go_long,471.1671463026069,go_long,464.7286887430573,go_long,458.0,1,1,446.13
324,BNB/USDT:USDT,2021-06-20 12:15:00+00:00,first_buy,trailing_stop_loss,317.09,319.0,322.4364893629054,327.35994074549546,311.25,1,312.48,161360.92,0,False,318.00999999999965,319.5271428571447,329.7467999999997,-3.45692362,-0.058165569085160615,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-07-19 12:30:00+00:00,297.94639999999976,294.99199999999917,go_long,0,295.4057142857137,56809.14,294.2,go_long,False,go_long,293.13,go_long,297.25832199324213,go_long,295.8557418183291,go_long,294.25,1,1,292.38
195,DYDX/USDT:USDT,2023-05-08 01:45:00+00:00,first_buy,trailing_stop_loss,2.327,2.342,2.3367712365941142,2.3598455227074897,2.162,1,2.17,4210855.8,0,False,2.321199999999998,2.3375714285715654,2.3690399999999467,-7.56493619,-0.12332818979527618,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-06-06 01:15:00+00:00,2.0026399999999454,1.9666000000000037,do_nothing,0,1.9760000000001392,2065797.1,1.97,go_long,False,go_long,1.939,go_long,2.0165744282986227,go_long,1.9827664852677813,go_long,1.976,1,1,1.935
303,BNB/USDT:USDT,2020-08-02 04:45:00+00:00,first_buy,trailing_stop_loss,21.809,21.933,21.68485950813657,21.679390759805855,18.546,1,20.396,345092.22,0,False,21.705599999999905,21.755714285714287,21.735520000000047,2.91858023,0.04761868666132335,0,go_long,go_long,go_long,go_long,go_long,go_long,2020-09-03 12:15:00+00:00,24.49216000000008,24.031800000000015,go_long,0,24.126428571428487,197111.0,23.883,go_long,False,go_long,23.472,go_long,24.447571737313023,go_long,24.227876620641734,go_long,24.037,1,1,23.0
257,LPT/USDT:USDT,2023-02-07 12:45:00+00:00,first_buy,trailing_stop_loss,9.98,10.45,9.881602603868867,9.708883980453386,9.928,0,10.369,341277.3,0,False,9.960799999999882,9.903857142856896,9.710679999999815,-15.44358609,-0.25221277222071714,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-02-24 16:00:00+00:00,8.18695999999982,7.996599999999903,do_nothing,0,8.029428571428326,33498.8,7.901,go_long,False,go_long,7.912,go_long,8.155536116434126,go_long,8.070350496790642,go_long,7.963,1,1,7.892
305,BNB/USDT:USDT,2020-09-16 00:15:00+00:00,first_buy,trailing_stop_loss,27.088,27.21,27.182962724836692,27.47412098854867,26.35,1,26.67,175904.45,0,False,26.95259999999996,27.06428571428565,27.46580000000011,5.4349069,0.08853294170575898,1,go_long,go_long,go_long,go_long,go_long,go_long,2020-10-30 07:15:00+00:00,28.963360000000108,28.206599999999888,go_long,1,28.258571428571447,60478.03,28.301,go_long,False,go_long,27.853,go_long,28.863203081346953,go_long,28.474794758887917,go_long,28.362,1,1,27.801
252,LPT/USDT:USDT,2022-11-14 00:30:00+00:00,first_buy,trailing_stop_loss,6.73,6.747,6.667905159194355,6.7354361892740515,6.316,1,6.456,71112.1,0,False,6.619999999999872,6.630428571428367,6.750399999999812,1.3138623,0.021615008073410023,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-12-13 04:00:00+00:00,6.791519999999803,6.742599999999851,do_nothing,0,6.747142857142618,8992.2,6.746,go_long,False,go_long,6.721,go_long,6.777422819822047,go_long,6.760581384889109,go_long,6.748,1,1,6.715
310,BNB/USDT:USDT,2021-02-07 16:30:00+00:00,first_buy,trailing_stop_loss,65.201,65.98,67.42534356059627,68.5193523155698,64.034,1,65.489,270833.28,0,False,66.19820000000001,66.71885714285735,69.04104000000028,195.70478666,3.2098854754504234,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-02-19 16:45:00+00:00,287.6456800000002,310.25820000000004,go_long,0,312.1790000000001,211353.39,311.129,go_long,False,go_long,306.913,go_long,291.20377091984176,go_long,304.8144178083672,go_long,314.782,0,1,305.32
330,BNB/USDT:USDT,2021-11-07 05:00:00+00:00,first_buy,trailing_stop_loss,655.0,657.92,647.3060771423688,641.1056171051634,651.87,0,657.06,48108.09,0,False,650.3139999999954,648.8300000000002,640.7287999999998,-8.92516053,-0.15077676460655184,0,go_long,go_long,go_long,go_long,go_long,go_long,2021-12-04 04:45:00+00:00,585.0699999999985,574.1099999999954,go_long,0,576.2785714285694,38139.93,575.1,go_long,False,go_long,568.06,go_long,583.976066298294,go_long,578.4671322549053,go_long,576.91,1,1,567.26
344,BNB/USDT:USDT,2022-12-13 03:45:00+00:00,first_buy,trailing_stop_loss,271.76,271.84,272.4804187025477,273.8485345539247,268.0,1,268.94,115054.82,1,False,271.4499999999944,271.45428571428283,274.6747999999979,4.48417305,0.0757157718744546,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-02-13 14:45:00+00:00,292.08519999999737,290.1299999999925,go_long,0,290.4757142857099,102227.7,288.61,go_long,False,go_long,290.83,go_long,294.3511275129008,go_long,291.28219375851046,go_long,291.63,1,0,288.43
331,BNB/USDT:USDT,2021-12-04 05:00:00+00:00,first_buy,trailing_stop_loss,568.06,571.53,573.5875734464584,581.2185799058277,537.75,1,546.75,163747.14,1,False,567.5819999999953,571.0914285714265,583.1959999999984,-6.25764018,-0.10390494047501088,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-01-05 20:00:00+00:00,509.2211999999987,502.7419999999959,go_long,0,504.2099999999983,143361.2,502.14,go_long,False,go_long,492.52,go_long,507.88601088036853,go_long,504.9545151298434,go_long,502.15,1,1,491.0
332,BNB/USDT:USDT,2022-01-05 20:15:00+00:00,first_buy,trailing_stop_loss,492.51,494.69,502.2384358790983,506.36112118552643,480.72,1,487.3,140317.21,0,False,498.6619999999959,501.32285714285547,508.2087999999987,-8.65926254,-0.14796780051711392,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-01-21 21:15:00+00:00,417.36679999999865,409.6499999999942,go_long,0,411.1685714285695,28009.51,410.93,go_long,False,go_long,411.49,go_long,416.192569344622,go_long,413.26977463904115,go_long,415.51,1,0,410.87
302,BNB/USDT:USDT,2020-06-15 06:00:00+00:00,first_buy,trailing_stop_loss,16.109,16.111,16.158709362305864,16.28786389778108,15.404,1,15.797,135144.06,0,False,16.091999999999977,16.132857142857144,16.329880000000045,9.72886924,0.15858037415693926,1,go_long,go_long,go_long,go_long,go_long,go_long,2020-08-02 04:30:00+00:00,21.77500000000005,22.010999999999903,go_long,1,21.967571428571432,62868.21,22.149,go_long,False,go_long,21.808,go_long,21.782062020590324,go_long,21.919197600525035,go_long,22.175,0,1,21.807
333,BNB/USDT:USDT,2022-01-21 21:30:00+00:00,first_buy,trailing_stop_loss,411.49,413.02,412.0898093099579,415.40793457835366,404.47,1,405.6,31904.88,1,False,409.26599999999416,409.64571428571236,416.93679999999864,-3.98947277,-0.06550768051803554,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-02-20 06:00:00+00:00,391.79119999999864,384.91999999999433,go_long,1,385.59999999999775,22852.72,384.34,go_long,False,go_long,381.71,go_long,390.57108184364023,go_long,387.1933316662086,go_long,385.07,1,1,381.16
306,BNB/USDT:USDT,2020-10-30 07:30:00+00:00,first_buy,trailing_stop_loss,27.856,28.043,28.37451864213593,28.786151001247177,27.451,1,27.823,190649.38,0,False,28.122799999999888,28.146571428571445,28.880040000000108,2.65889535,0.043396643449087224,1,go_long,go_long,go_long,go_long,go_long,go_long,2020-11-26 03:00:00+00:00,31.571200000000125,30.995999999999878,go_long,0,31.141714285714293,141815.46,30.743,go_long,False,go_long,30.643,go_long,31.575589232473213,go_long,31.212258586515134,go_long,30.845,1,1,30.401
307,BNB/USDT:USDT,2020-11-26 03:15:00+00:00,first_buy,trailing_stop_loss,30.642,30.737,31.043449573205113,31.467397437475196,29.226,1,30.115,352271.02,0,False,30.70679999999988,30.960428571428583,31.492360000000126,-1.35349013,-0.022132508010479,1,go_long,go_long,go_long,go_long,go_long,go_long,2020-12-23 22:15:00+00:00,32.12172000000015,31.51799999999987,go_long,1,31.669714285714342,74211.6,31.517,go_long,False,go_long,31.021,go_long,32.06579068518887,go_long,31.80223258502522,go_long,31.693,1,1,31.0
215,DYDX/USDT:USDT,2024-04-30 11:45:00+00:00,first_buy,trailing_stop_loss,1.9809999999999999,1.99,2.011838011709688,2.047744036460406,1.948,0,1.962,1414997.5,0,False,1.9848000000000194,1.9927142857144176,2.0636799999999584,-3.40050125,-0.05552347941680308,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-05-23 20:00:00+00:00,1.9411599999999576,1.9288000000000238,do_nothing,0,1.9250000000001353,254578.1,1.936,go_long,False,go_long,1.928,go_long,1.9485662643073212,go_long,1.9323445373602035,go_long,1.936,0,1,1.921
214,DYDX/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,trailing_stop_loss,2.576,2.578,2.629412606375009,2.7468513188909283,1.986,1,2.171,17119371.4,0,False,2.5176000000000176,2.578428571428702,2.7853199999999587,-5.95774796,-0.09721630656585624,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2024-04-30 11:30:00+00:00,2.0697599999999583,1.9946000000000192,do_nothing,1,1.999857142857275,622010.3,1.988,go_long,False,go_long,1.9809999999999999,go_long,2.0546035593772385,go_long,2.020899468384177,go_long,1.992,1,0,1.976
355,BNB/USDT:USDT,2024-08-04 14:45:00+00:00,first_buy,trailing_stop_loss,516.82,517.67,521.9998773477317,524.2077574942338,510.7,1,511.25,37107.77,0,False,519.9399999999881,521.8099999999931,525.0103999999918,-0.51499034,-0.008386078686720264,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-09-02 05:30:00+00:00,512.4163999999919,509.4259999999899,go_long,0,510.8371428571357,7882.25,509.4,go_long,False,go_long,507.76,go_long,512.5986048117644,go_long,511.0602409078848,go_long,509.55,1,1,507.74
347,BNB/USDT:USDT,2023-08-17 21:45:00+00:00,first_buy,trailing_stop_loss,223.13,223.29,222.7764130968086,224.92419032543924,204.43,1,210.41,225846.55,0,False,221.30399999999153,222.61714285713487,224.8979999999951,5.14777937,0.08429142558566818,1,go_long,go_long,go_long,go_long,go_long,go_long,2023-11-21 22:15:00+00:00,246.0375999999952,240.85399999999055,go_long,0,241.6128571428501,58663.65,238.42,go_long,False,go_long,237.84,go_long,245.24103847021638,go_long,241.69042929122284,go_long,239.89,1,1,237.53
354,BNB/USDT:USDT,2024-07-05 03:00:00+00:00,first_buy,trailing_stop_loss,501.04,501.98,503.61845099384453,511.033320495396,465.41,1,477.94,158545.89,0,False,498.8239999999895,500.77857142856465,514.732799999992,4.18821391,0.07297081676712082,1,go_long,go_long,go_long,go_long,go_long,go_long,2024-08-04 14:30:00+00:00,525.5159999999918,523.0139999999881,go_long,0,524.1042857142788,24552.86,520.25,go_long,False,go_long,516.82,go_long,525.2443780937724,go_long,523.9544005018648,go_long,520.82,1,1,516.53
190,DYDX/USDT:USDT,2023-02-11 00:45:00+00:00,first_buy,trailing_stop_loss,2.418,2.428,2.4347977544763513,2.452292941207673,2.372,1,2.38,3518172.2,0,False,2.4235999999999827,2.4288571428572867,2.465919999999943,10.17819776,0.16623663032190647,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-03-03 01:15:00+00:00,2.999199999999941,2.9255999999999864,do_nothing,0,2.9572857142858595,1457879.9,2.896,go_long,False,go_long,2.886,go_long,2.9902076009780707,go_long,2.9637375318893255,go_long,2.901,1,1,2.879
308,BNB/USDT:USDT,2020-12-23 22:30:00+00:00,first_buy,trailing_stop_loss,31.018,31.112,31.587889110405953,31.943065449248955,29.8,1,30.409,267516.76,0,False,31.248799999999868,31.419714285714342,32.058200000000156,12.34329143,0.20174310907121257,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-01-11 03:30:00+00:00,41.68304000000028,40.50399999999995,go_long,0,40.706714285714504,135314.86,40.144,go_long,False,go_long,39.629,go_long,41.46980757419507,go_long,40.93035814040124,go_long,40.32,1,1,39.313
